Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Crambidae,Crambinae,Xubida,panalope,Xubida panalope,2013053481,MISSA,19,1196,693
Noctuidae,Amphipyrinae,Amphipyra,pyramidea,Amphipyra pyramidea,3003614324,TAM,58,3700,2182
Pieridae,Pierinae,Hypsochila,wagenknechti,Hypsochila wagenknechti,1321921660,USNM,65,3082,856
Erebidae,Hypeninae,Hypena,cognata,Hypena cognata,A49-20150415-016,TESRI,27,5150,2706
Sphingidae,Sphinginae,Lapara,phaeobrachycerous,Lapara phaeobrachycerous,1838850226,MISSA,79,641,398
Erebidae,Ctenuchinae,Psilopleura,albipes,Psilopleura albipes,1883280223,MNHN,27,5150,2706
Drepanidae,Drepaninae,Tridrepana,unispina,Tridrepana unispina,A34-20140626-118,TESRI,21,318,131
Geometridae,Sterrhinae,Scopula,pithogona,Scopula pithogona,1836100203,NHMUK,34,4684,3138
Geometridae,Ennominae,Probole,persinuaria,Probole persinuaria,1317653950,USNM,34,4684,3138
Noctuidae,Noctuinae,Cetola,obscurior,Cetola obscurior,1656648096,MNHN,58,3700,2182
Noctuidae,Noctuinae,Leucania,loreyi,Leucania loreyi,3003639632,TAM,58,3700,2182
Coleophoridae,Unassigned,Coleophora,squalorella,Coleophora squalorella,3003684826,TAM,16,32,28
Nymphalidae,Satyrinae,Bicyclus,sophrosyne,Bicyclus sophrosyne,1039199188,YPM,61,3999,1655
Crambidae,Pyraustinae,Pyrausta,nicalis,Pyrausta nicalis,1897267513,MISSA,19,1196,693
Erebidae,Erebinae,Gonodonta,pyrgo,Gonodonta pyrgo,1946088497,MISSA,27,5150,2706
Nymphalidae,Charaxinae,Prepona,amphimachus,Prepona amphimachus,1320772579,USNM,61,3999,1655
Nymphalidae,Satyrinae,Oeneis,anicia,Oeneis anicia,2432359230,CSU,61,3999,1655
Lasiocampidae,Lasiocampinae,Cosmotriche,lobulina,Cosmotriche lobulina,3003608766,TAM,44,159,68
Hesperiidae,Hesperiinae,Atrytonopsis,hianna,Atrytonopsis hianna,1039085426,YPM,39,1463,597
Erebidae,Lithosiinae,Metexilisia,citrago,Metexilisia citrago,1883279502,MNHN,27,5150,2706
Geometridae,Geometrinae,Terpna,ruficosta,Terpna ruficosta,1135509079,NHMUK,34,4684,3138
Geometridae,Ennominae,Eugonobapta,nivosaria,Eugonobapta nivosaria,1932625965,MSU,34,4684,3138
Noctuidae,Noctuinae,Rougeotia,ludovici,Rougeotia ludovici,1661823124,MNHN,58,3700,2182
Pyralidae,Phycitinae,Anonaepestis,tamsi,Anonaepestis tamsi,1454476820,NHMUK,71,530,347
Pieridae,Pierinae,Colotis,pallene,Colotis pallene,1321144950,USNM,65,3082,856
Hesperiidae,Hesperiinae,Atrytonopsis,python,Atrytonopsis python,2432264338,CSU,39,1463,597
Noctuidae,Cuculliinae,Sympistis,hapi,Sympistis hapi,2884377572,CSU,58,3700,2182
Pieridae,Pierinae,Catasticta,eurigania,Catasticta eurigania,1321178215,USNM,65,3082,856
Mimallonidae,Cicinninae ,Bedosia,gilia,Bedosia gilia,1454484888,NHMUK,54,48,44
Zygaenidae,Chalcosiinae,Soritia,azurea,Soritia azurea,A67-20160827-001,TESRI,89,69,42
Saturniidae,Saturniinae,Agapema,anona,Agapema anona,2432243519,CSU,74,676,311
Pieridae,Pierinae,Catasticta,sella,Catasticta sella,1322493472,USNM,65,3082,856
Erebidae,Arctiinae,Eilema,bicolor,Eilema bicolor,1838852149,MISSA,27,5150,2706
Noctuidae,Acronictinae,Acronicta,megacephala,Acronicta megacephala,3017394861,UTE,58,3700,2182
Erebidae,Ctenuchinae,Loxomima,imitans,Loxomima imitans,1883280215,MNHN,27,5150,2706
Erebidae,Herminiinae,Herminia,laevigata,Herminia laevigata,1946088557,MISSA,27,5150,2706
Hesperiidae,Pyrginae,Phocides,belus,Phocides belus,2432273559,CSU,39,1463,597
Notodontidae,Notodontinae,Notodonta,tritophus,Notodonta tritophus,1825979355,NHMUK,60,741,530
Depressariidae,Depressariinae,Agonopterix,angelicella,Agonopterix angelicella,3003606818,TAM,20,29,29
Elachistidae,Parametriotinae,Haplochrois,bipunctella,Haplochrois bipunctella,1585248168,MISSA,22,25,24
Uraniidae,Epipleminae,Monobolodes,simulans,Monobolodes simulans,A34-20130902-305,TESRI,85,70,27
Pyralidae,Pyralinae,Toccolosida,rubriceps,Toccolosida rubriceps,A58-20180610-086,TESRI,71,530,347
Geometridae,Ennominae,Selenia,lunularia,Selenia lunularia,3003609212,TAM,34,4684,3138
Pieridae,Pierinae,Catasticta,semiramis,Catasticta semiramis,1319339201,USNM,65,3082,856
Hesperiidae,Pyrginae,Chioides,catillus,Chioides catillus,1039184640,YPM,39,1463,597
Erebidae,Arctiinae,Utetheisa,ornatrix,Utetheisa ornatrix,2432317323,CSU,27,5150,2706
Crambidae,Odontiinae,Abegesta,reluctalis,Abegesta reluctalis,1880438548,MISSA,19,1196,693
Nymphalidae,Heliconiinae,Altinote,tenebrosa,Altinote tenebrosa,1039096902,YPM,61,3999,1655
Papilionidae,Papilioninae,Papilio,machaonides,Papilio machaonides,1039142734,YPM,64,1096,364
Geometridae,Ennominae,Yashmakia,suffusa,Yashmakia suffusa,A45-20141118-013,TESRI,34,4684,3138
Saturniidae,Hemileucinae,Callodirphia,arpi,Callodirphia arpi,1882416175,NHMUK,74,676,311
Lycaenidae,Polyommatinae,Anthene,liodes,Anthene liodes,1039030859,YPM,48,1283,600
Erebidae,Herminiinae,Hypenula,cacuminalis,Hypenula cacuminalis,2432346806,CSU,27,5150,2706
Noctuidae,Noctuinae,Mythimna,madensis,Mythimna madensis,1426631314,MNHN,58,3700,2182
Geometridae,Ennominae,Ennomos,alniaria,Ennomos alniaria,3003615123,TAM,34,4684,3138
Nymphalidae,Danainae,Amauris,ellioti,Amauris ellioti,1039123850,YPM,61,3999,1655
Ethmiidae,Ethmiinae,Ethmia,albicostella,Ethmia albicostella,1585224136,MISSA,29,69,53
Pieridae,Coliadinae,Colias,christophi,Colias christophi,1321258576,USNM,65,3082,856
Nymphalidae,Nymphalinae,Euphydryas,aurinia,Euphydryas aurinia,1039100880,YPM,61,3999,1655
Noctuidae,Noctuinae,Richia,capota,Richia capota,2432375182,CSU,58,3700,2182
Nolidae,Nolinae,Nola,nudalis,Nola nudalis,1883279640,MNHN,59,318,153
Geometridae,Larentiinae,Hydriomena,morosata,Hydriomena morosata,2432301474,CSU,34,4684,3138
Erebidae,Lymantriinae,Euproctis,striata,Euproctis striata,V31-20170909-027,TESRI,27,5150,2706
Erebidae,Hypeninae,Perciana,marmorea,Perciana marmorea,V37-20190408-004,TESRI,27,5150,2706
Pyralidae,Phycitinae,Lipographis,fenestrella,Lipographis fenestrella,1993805569,MISSA,71,530,347
Erebidae,Ctenuchinae,Uranophora,albiplaga,Uranophora albiplaga,1838885763,MISSA,27,5150,2706
Geometridae,Larentiinae,Anticlea,rufistrota,Anticlea rufistrota,1318810851,USNM,34,4684,3138
Noctuidae,Noctuinae,Pseudaletia,macrosaris,Pseudaletia macrosaris,2560745055,UHIM,58,3700,2182
Hesperiidae,Hesperiinae,Gegenes,hottentota,Gegenes hottentota,1039175934,YPM,39,1463,597
Saturniidae,Ceratocampinae,Adeloneivaia,boisduvalii,Adeloneivaia boisduvalii,1039186831,YPM,74,676,311
Nolidae,Bleninae,Blenina,chlorophila,Blenina chlorophila,V11-20131005-056,TESRI,59,318,153
Nymphalidae,Heliconiinae,Actinote,stratonice,Actinote stratonice,1039050896,YPM,61,3999,1655
Geometridae,Ennominae,Pseudomiza,aurata,Pseudomiza aurata,V04-20140721-130,TESRI,34,4684,3138
Nymphalidae,Limenitidinae,Adelpha,erotia,Adelpha erotia,1039192417,YPM,61,3999,1655
Erebidae,Erebinae,Sypnoides,simplex,Sypnoides simplex,A37-20151016-049,TESRI,27,5150,2706
Nymphalidae,Charaxinae,Archaeoprepona,phaedra,Archaeoprepona phaedra,1322097462,USNM,61,3999,1655
Erebidae,Arctiinae,Chrysorabdia,vilemani,Chrysorabdia vilemani,A47-20151110-033,TESRI,27,5150,2706
Noctuidae,Noctuinae,Tiracola,plagiata,Tiracola plagiata,A41-20180418-123,TESRI,58,3700,2182
Geometridae,Larentiinae,Eupithecia,centaureata,Eupithecia centaureata,3017390666,UTE,34,4684,3138
Lycaenidae,Polyommatinae,Tarucus,grammicus,Tarucus grammicus,1039050999,YPM,48,1283,600
Erebidae,Arctiinae,Lophocampa,mixta,Lophocampa mixta,1838866460,MISSA,27,5150,2706
Nymphalidae,Charaxinae,Charaxes,nitebis,Charaxes nitebis,1321491338,USNM,61,3999,1655
Erebidae,Catocalinae,Zale,exhausta,Zale exhausta,2234820376,MISSA,27,5150,2706
Noctuidae,Cuculliinae,Copicucullia,basipuncta,Copicucullia basipuncta,2432334807,CSU,58,3700,2182
Geometridae,Larentiinae,Scotopteryx,bipunctaria,Scotopteryx bipunctaria,1826041496,NHMUK,34,4684,3138
Pieridae,Pierinae,Leptophobia,diaguita,Leptophobia diaguita,1318425135,USNM,65,3082,856
Noctuidae,Noctuinae,Callopistria,floridensis,Callopistria floridensis,2244420505,MISSA,58,3700,2182
Pieridae,Pierinae,Colotis,agoye,Colotis agoye,1039042255,YPM,65,3082,856
Nymphalidae,Limenitidinae,Euphaedra,viridicaerulea,Euphaedra viridicaerulea,1039154433,YPM,61,3999,1655
Nymphalidae,Charaxinae,Charaxes,latona,Charaxes latona,1318359232,USNM,61,3999,1655
Pieridae,Pierinae,Appias,ithome,Appias ithome,1318367807,USNM,65,3082,856
Geometridae,Ennominae,Paradarisa,consonaria,Paradarisa consonaria,3003609126,TAM,34,4684,3138
Tortricidae,Olethreutinae,Palla,decius,Palla decius,1322553474,USNM,84,938,802
Erebidae,Erebinae,Catocala,dilecta,Catocala dilecta,1039129323,YPM,27,5150,2706
Pieridae,Dismorphiinae,Enantia,citrinella,Enantia citrinella,1320813261,USNM,65,3082,856
Papilionidae,Parnassiinae,Allancastria,cerisyi,Allancastria cerisyi,1039111061,YPM,64,1096,364
Hesperiidae,Pyrginae,Astraptes,erycina,Astraptes erycina,1039113052,YPM,39,1463,597
Hesperiidae,Pyrginae,Systasea,pulverulenta,Systasea pulverulenta,2432257060,CSU,39,1463,597
Sesiidae,Sesiinae,Synanthedon,rubrofascia,Synanthedon rubrofascia,1585235814,MISSA,78,114,89
Sphingidae,Smerinthinae,Cypoides,chinensis,Cypoides chinensis,A38-20140206-110,TESRI,79,641,398
Erebidae,Erebinae,Colobochyla,salicalis,Colobochyla salicalis,1847695967,NHMUK,27,5150,2706
Erebidae,Erebinae,Catocala,vidua,Catocala vidua,1039167641,YPM,27,5150,2706
Erebidae,Calpinae,Eudocima,homaena,Eudocima homaena,A42-20170221-002,TESRI,27,5150,2706
Geometridae,Ennominae,Nipteria,tapponia,Nipteria tapponia,1319890118,USNM,34,4684,3138
Nolidae,Nolinae,Nola,confusalis,Nola confusalis,1826023406,NHMUK,59,318,153
Geometridae,Sterrhinae,Idaea,egenaria,Idaea egenaria,A35-20160307-210,TESRI,34,4684,3138
Pieridae,Coliadinae,Colias,christophi,Colias christophi,1321258576,USNM,65,3082,856
Drepanidae,Thyatirinae,Ochropacha,duplaris,Ochropacha duplaris,1825809361,NHMUK,21,318,131
Erebidae,Arctiinae,Lithosia,quadra,Lithosia quadra,1844269431,MISSA,27,5150,2706
Erebidae,Erebinae,Melanephia,banian,Melanephia banian,1587260979,MNHN,27,5150,2706
Erebidae,Arctiinae,Coscinia,cribraria,Coscinia cribraria,3003614519,TAM,27,5150,2706
Lyonetiidae,Unassigned,Philonome,wielgusi,Philonome wielgusi,1838862953,MISSA,49,5,5
Pieridae,Coliadinae,Kricogonia,cabrerai,Kricogonia cabrerai,1319215766,USNM,65,3082,856
Nymphalidae,Satyrinae,Neope,goschkevitschii,Neope goschkevitschii,1039046337,YPM,61,3999,1655
Noctuidae,Noctuinae,Spodoptera,descoinsi,Spodoptera descoinsi,1883280580,MNHN,58,3700,2182
Saturniidae,Hemileucinae,Hemileuca,lucina,Hemileuca lucina,1039079324,YPM,74,676,311
Erebidae,Ctenuchinae,Uranophora,lelex,Uranophora lelex,1838885738,MISSA,27,5150,2706
Nymphalidae,Biblidinae,Dynamine,hecuba,Dynamine hecuba,1039157682,YPM,61,3999,1655
Erebidae,Calpinae,Oglasa,dionysiae,Oglasa dionysiae,1883280894,MNHN,27,5150,2706
Pieridae,Pierinae,Colotis,protomedia,Colotis protomedia,1039029073,YPM,65,3082,856
Erebidae,Lymantriinae,Pantana,pluto,Pantana pluto,A66-20171124-064,TESRI,27,5150,2706
Geometridae,Larentiinae,Oreonoma,conspersata,Oreonoma conspersata,1319771597,USNM,34,4684,3138
Lycaenidae,Polyommatinae,Celastrina,serotina,Celastrina serotina,1039125044,YPM,48,1283,600
Noctuidae,Plusiinae,Scriptoplusia,nigriluna,Scriptoplusia nigriluna,A35-20150609-104,TESRI,58,3700,2182
Hesperiidae,Pyrginae,Typhedanus,janita,Typhedanus janita,1317387616,USNM,39,1463,597
Tortricidae,Olethreutinae,Dichrorampha,petiverella,Dichrorampha petiverella,3003605912,TAM,84,938,802
Erebidae,Erebinae,Coelophoris,lucifer,Coelophoris lucifer,1587261197,MNHN,27,5150,2706
Geometridae,Larentiinae,Erebochlora,albocentrata,Erebochlora albocentrata,1320260330,USNM,34,4684,3138
Pieridae,Coliadinae,Colias,meadii,Colias meadii,1838848787,MISSA,65,3082,856
Tortricidae,Tortricinae,Clepsis,rurinana,Clepsis rurinana,3003608874,TAM,84,938,802
Erebidae,Erebinae,Catocala,elocata,Catocala elocata,1323042117,YPM,27,5150,2706
Nymphalidae,Satyrinae,Ninguta,schrenkii,Ninguta schrenkii,1039114804,YPM,61,3999,1655
Papilionidae,Papilioninae,Papilio,delalandei,Papilio delalandei,1039104882,YPM,64,1096,364
Geometridae,Larentiinae,Perizoma,minorata,Perizoma minorata,1825933423,NHMUK,34,4684,3138
Nymphalidae,Satyrinae,Ypthima,lisandra,Ypthima lisandra,1039182376,YPM,61,3999,1655
Noctuidae,Plusiinae,Exyra,semicrocea,Exyra semicrocea,2467779027,CSU,58,3700,2182
Erebidae,Hypeninae,Bertula,centralis,Bertula centralis,A35-20180317-022,TESRI,27,5150,2706
Nymphalidae,Nymphalinae,Hypolimnas,antilope,Hypolimnas antilope,1039068118,YPM,61,3999,1655
Erebidae,Calpinae,Hypocala,florens,Hypocala florens,1502535274,MNHN,27,5150,2706
Hesperiidae,Heperiinae,Ginungagapus,awarreni,Ginungagapus awarreni,2236803629,NHMUK,39,1463,597
Erebidae,Erebinae,Acantholipes,aurea,Acantholipes aurea,1563875331,MNHN,27,5150,2706
Pieridae,Pierinae,Colotis,guenei,Colotis guenei,1319676780,USNM,65,3082,856
Tortricidae,Tortricinae,Platynota,idaeusalis,Platynota idaeusalis,1585235815,MISSA,84,938,802
Notodontidae,Notodontinae,Syntypistis,viridipicta,Syntypistis viridipicta,A63-20190128-084,TESRI,60,741,530
Pieridae,Pierinae,Delias,apatela,Delias apatela,2236803114,NHMUK,65,3082,856
Pyralidae,Galleriinae,Cacotherapia,leucocope,Cacotherapia leucocope,1981440341,MISSA,71,530,347
Lycaenidae,Miletinae,Lachnocnema,bibulus,Lachnocnema bibulus,1039059361,YPM,48,1283,600
Geometridae,Ennominae,Macaria,transitaria,Macaria transitaria,2432320282,CSU,34,4684,3138
Crambidae,Pyraustinae,Loxostege,albiceralis,Loxostege albiceralis,1932751384,MSU,19,1196,693
Crambidae,Spilomelinae,Cnaphalocrocis,limbalis,Cnaphalocrocis limbalis,V02-20130801-161,TESRI,19,1196,693
Noctuidae,Noctuinae,Spodoptera,exigua,Spodoptera exigua,A69-20181231-001,TESRI,58,3700,2182
Nymphalidae,Charaxinae,Charaxes,nichetes,Charaxes nichetes,1039027394,YPM,61,3999,1655
Tortricidae,Olethreutinae,Pelochrista,fiskeana,Pelochrista fiskeana,1838882082,MISSA,84,938,802
Erebidae,Erebinae,Speiredonia,spectans,Speiredonia spectans,1990805144,MNHN,27,5150,2706
Lycaenidae,Theclinae,Hypolycaena,kadiskos,Hypolycaena kadiskos,1039151165,YPM,48,1283,600
Lasiocampidae,Lasiocampinae,Cosmotriche,discitincta,Cosmotriche discitincta,discitincta,A38-20140325-093,44,159,68
Lycaenidae,Theclinae,Electrostrymon,angelia,Electrostrymon angelia,1039132905,YPM,48,1283,600
Riodinidae,Riodininae,Emesis,zela,Emesis zela,1039135850,YPM,72,276,148
Noctuidae,Acronictinae,Madeuplexia,altitudinis,Madeuplexia altitudinis,1563875404,MNHN,58,3700,2182
Erebidae,Lithosiinae,Mimulosia,perineti,Mimulosia perineti,1883279604,MNHN,27,5150,2706
Geometridae,Ennominae,Cystidia,couaggaria,Cystidia couaggaria,3003641040,TAM,34,4684,3138
Noctuidae,Plusiinae,Ctenoplusia,rhodographa,Ctenoplusia rhodographa,1990805123,MNHN,58,3700,2182
Sphingidae,Macroglossinae,Cechetra,lineosa,Cechetra lineosa,A35-20170425-227,TESRI,79,641,398
Tortricidae,Tortricinae,Argyrotaenia,hodgesi,Argyrotaenia hodgesi,1585238218,MISSA,84,938,802
Erebidae,Lymantriinae,Volana,lakato,Volana lakato,1913644892,MNHN,27,5150,2706
Erebidae,Arctiinae,Spilarctia,subtestacea,Spilarctia subtestacea,V38-20190706-036,TESRI,27,5150,2706
Zygaenidae,Procridinae,Rhagades,pruni,Rhagades pruni,3017554461,UTE,89,69,42
Nymphalidae,Charaxinae,Anaea,polycarmes,Anaea polycarmes,1322285590,USNM,61,3999,1655
Nymphalidae,Heliconiinae,Argynnis,pandora,Argynnis pandora,1039062202,YPM,61,3999,1655
Tortricidae,Tortricinae,Acleris,emargana,Acleris emargana,1585231784,MISSA,84,938,802
Noctuidae,Noctuinae,Xylopolia,fulvireniforma,Xylopolia fulvireniforma,A48-20150318-029,TESRI,58,3700,2182
Lasiocampidae,Macromphaliinae,Artace,cribraria,Artace cribraria,1993807471,MISSA,44,159,68
Nymphalidae,Limenitidinae,Limenitis,lycorias,Limenitis lycorias,1039136054,YPM,61,3999,1655
Nymphalidae,Ithomiinae,Pteronymia,alissa,Pteronymia alissa,2243050212,NHMUK,61,3999,1655
Nymphalidae,Ithomiinae,Ithomia,drymo,Ithomia drymo,2301951813,YPM,61,3999,1655
Nymphalidae,Morphinae,Taenaris,catops,Taenaris catops,1039148617,YPM,61,3999,1655
Notodontidae,Heterocampinae,Harpyia,microsticta,Harpyia microsticta,baibarana,A46-20160426-117,60,741,530
Pieridae,Pierinae,Infraphulia,ilyodes,Infraphulia ilyodes,1320937783,USNM,65,3082,856
Riodinidae,Riodininae,Symmachia,miron,Symmachia miron,2236803650,NHMUK,72,276,148
Saturniidae,Hemileucinae,Hemileuca,electra,Hemileuca electra,1039171810,YPM,74,676,311
Lecithoceridae,Lecithocerinae,Homaloxestis,myeloxesta,Homaloxestis myeloxesta,A61-20171221-114,TESRI,45,28,11
Geometridae,Larentiinae,Lobogonodes,taiwana,Lobogonodes taiwana,V37-20190218-029,TESRI,34,4684,3138
Noctuidae,Plusiinae,Autographa,buraetica,Autographa buraetica,3017394848,UTE,58,3700,2182
Geometridae,Larentiinae,Perizoma,flavofasciata,Perizoma flavofasciata,3003615172,TAM,34,4684,3138
Geometridae,Geometrinae,Rhodochlora,brunneipalpis,Rhodochlora brunneipalpis,3003650779,TAM,34,4684,3138
Pieridae,Pierinae,Delias,zebuda,Delias zebuda,1039102500,YPM,65,3082,856
Pyralidae,Phycitinae,Pima,boisduvaliella,Pima boisduvaliella,2006019277,NHMUK,71,530,347
Noctuidae,Plusiinae,Plusia,festucae,Plusia festucae,1883280447,MNHN,58,3700,2182
Crambidae,Spilomelinae,Samea,castellalis,Samea castellalis,1585266632,MISSA,19,1196,693
Pieridae,Pierinae,Mylothris,croceus,Mylothris croceus,1320142766,USNM,65,3082,856
Papilionidae,Papilioninae,Battus,lycidas,Battus lycidas,1039199349,YPM,64,1096,364
Erebidae,Lymantriinae,Lymantria,monacha,Lymantria monacha,V12-20140809-247,TESRI,27,5150,2706
Nymphalidae,Biblidinae,Diaethria,neglecta,Diaethria neglecta,1039051865,YPM,61,3999,1655
Noctuidae,Noctuinae,Mesoligia,furuncula,Mesoligia furuncula,3003614346,TAM,58,3700,2182
Erebidae,Arctiinae,Barsine,dingjiai,Barsine dingjiai,A49-20150415-018,TESRI,27,5150,2706
Endromidae,Prismostictinae,Andraca,olivacea,Andraca olivacea,A37-20180318-106,TESRI,23,34,11
Hesperiidae,Coeliadinae,Coeliades,anchises,Coeliades anchises,1039181923,YPM,39,1463,597
Pieridae,Pierinae,Delias,timorensis,Delias timorensis,1319110607,USNM,65,3082,856
Noctuidae,Noctuinae,Agrotis,crinigera,Agrotis crinigera,2560727691,UHIM,58,3700,2182
Geometridae,Ennominae,Angerona,prunaria,Angerona prunaria,3003615145,TAM,34,4684,3138
Noctuidae,Dyopsinae,Diphtherocome,pulchra,Diphtherocome pulchra,V37-20190603-053,TESRI,58,3700,2182
Pyralidae,Phycitinae,Chararica,hystriculella,Chararica hystriculella,1988586310,MISSA,71,530,347
Crambidae,Spilomelinae,Palpita,quadristigmalis,Palpita quadristigmalis,1932754335,MSU,19,1196,693
Geometridae,Ennominae,Corymica,arnearia,Corymica arnearia,A42-20161102-006,TESRI,34,4684,3138
Noctuidae,Bryophilinae,Stenoloba,manleyi,Stenoloba manleyi,formosana,A35-20140923-058,58,3700,2182
Nymphalidae,Satyrinae,Euptychia,picea,Euptychia picea,2592900772,NHMUK,61,3999,1655
Noctuidae,Noctuinae,Mythimna,hannemanni,Mythimna hannemanni,A47-20160425-095,TESRI,58,3700,2182
Tortricidae,Tortricinae,Cochylis,flaviciliana,Cochylis flaviciliana,1851995962,MISSA,84,938,802
Nymphalidae,Satyrinae,Euptychia,batesii,Euptychia batesii,2603570220,NHMUK,61,3999,1655
Erebidae,Erebinae,Catocala,badia,Catocala badia,1946089000,MISSA,27,5150,2706
Erebidae,Herminiinae,Idia,gopheri,Idia gopheri,1946088289,MISSA,27,5150,2706
Gelechiidae,Gelechiinae,Aroga,trialbamaculella,Aroga trialbamaculella,1585255415,MISSA,33,410,359
Nymphalidae,Limenitidinae,Lasippa,monata,Lasippa monata,1837857490,NHMUK,61,3999,1655
Noctuidae,Plusiinae,Ctenoplusia,rhodographa,Ctenoplusia rhodographa,1990805123,MNHN,58,3700,2182
Geometridae,Sterrhinae,Cyclophora,intermixtaria,Cyclophora intermixtaria,V11-20131109-030,TESRI,34,4684,3138
Noctuidae,Noctuinae,Hadena,cinochrea,Hadena cinochrea,1563875319,MNHN,58,3700,2182
Hesperiidae,Pyrginae,Spathilepia,clonius,Spathilepia clonius,2432276359,CSU,39,1463,597
Notodontidae,Heterocampinae,Rifargia,auscharia,Rifargia auscharia,1321914517,USNM,60,741,530
Nymphalidae,Heliconiinae,Acraea,uvui,Acraea uvui,1039093880,YPM,61,3999,1655
Papilionidae,Papilioninae,Papilio,xuthus,Papilio xuthus,1039043963,YPM,64,1096,364
Notodontidae,Unassigned,Hemiceras,congrua,Hemiceras congrua,1320157210,USNM,60,741,530
Hesperiidae,Pyrginae,Epargyreus,clarus,Epargyreus clarus,1039030746,YPM,39,1463,597
Papilionidae,Parnassiinae,Parnassius,actius,Parnassius actius,3017619261,UTE,64,1096,364
Nymphalidae,Limenitidinae,Pseudacraea,eurytus,Pseudacraea eurytus,1039044680,YPM,61,3999,1655
Erebidae,Herminiinae,Herminia,laevigata,Herminia laevigata,2432353079,CSU,27,5150,2706
Nymphalidae,Nymphalinae,Euphydryas,iduna,Euphydryas iduna,1039192925,YPM,61,3999,1655
Noctuidae,Cuculliinae,Conistra,vaccinii,Conistra vaccinii,1503372152,MNHN,58,3700,2182
Drepanidae,Drepaninae,Leucoblepsis,fenestraria,Leucoblepsis fenestraria,A43-20160503-179,TESRI,21,318,131
Crambidae,Acentropinae,Paracymoriza,nigra,Paracymoriza nigra,A35-20170425-274,TESRI,19,1196,693
Erebidae,Catocalinae,Zale,buchholzi,Zale buchholzi,2234819399,MISSA,27,5150,2706
Geometridae,Larentiinae,Eupithecia,succenturiata,Eupithecia succenturiata,3003624813,TAM,34,4684,3138
Crambidae,Crambinae,Crambus,satrapellus,Crambus satrapellus,1932624138,MSU,19,1196,693
Pyralidae,Pyralinae,Endotricha,metacuralis,Endotricha metacuralis,V12-20130528-146,TESRI,71,530,347
Pieridae,Pierinae,Delias,patrua,Delias patrua,1317653455,USNM,65,3082,856
Noctuidae,Noctuinae,Tycomarptes,berioi,Tycomarptes berioi,1661823150,MNHN,58,3700,2182
Noctuidae,Bagisarinae,Bagisara,pacifica,Bagisara pacifica,1838859203,MISSA,58,3700,2182
Hesperiidae,Hesperiinae,Plastingia,viburnia,Plastingia viburnia,1837857521,NHMUK,39,1463,597
Noctuidae,Cuculliinae,Lomilysis,discolor,Lomilysis discolor,2432293535,CSU,58,3700,2182
