,Taxon,Sex,Name,Suborder,Family,Species
2006,Microlepidoptera|Crambidae|Mabra nigriscripta,Male,Mabra nigriscripta 銀腎鬚螟蛾_13mm_male_ESRI_1,Microlepidoptera,Crambidae,Mabra nigriscripta
2007,Macroheterocera|Erebidae|Erebinae|Macaldenia palumba,Male,Macaldenia palumba_male_TESRI_16-III-2011_WCChang&SWu-3_800,Macroheterocera,Erebidae,Macaldenia palumba
2008,Macroheterocera|Geometridae|Ennominae|Macaria abydata,Male,Macaria abydata_male_Luanshan_22-VII-2010_SWu&WCChang_05_mana,Macroheterocera,Geometridae,Macaria abydata
2009,Macroheterocera|Drepanidae|Macrauzata minor,Male,Macrauzata minor_male_FBG_10-IV-2015_SWu&WCChang_01,Macroheterocera,Drepanidae,Macrauzata minor
2010,Macroheterocera|Nolidae|Macrobarasa xantholopha,Male,Macrobarasa xantholopha_female_MOH,Macroheterocera,Nolidae,Macrobarasa xantholopha
2011,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Macrobrochis gigas,Female,Macrobrochis gigas_female_137_JJCherng_1_1_800,Macroheterocera,Erebidae,Macrobrochis gigas
2012,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Macrobrochis gigas,Male,Macrobrochis gigas_Sianjiyen_23-IV-2016_SWu_008,Macroheterocera,Erebidae,Macrobrochis gigas
2013,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Paraona staudingeri formosana,Male,Macrobrochis staudingeri formosana_male_FBG_10-IV-2015_SWu&WCChang_12_1_1_800,Macroheterocera,Erebidae,Paraona staudingeri formosana
2014,Macroheterocera|Drepanidae|Macrocilix maia,Male,Macrocilix maia_male_FBG_10-IV-2015_SWu&WCChang_04_1,Macroheterocera,Drepanidae,Macrocilix maia
2015,Macroheterocera|Drepanidae|Macrocilix maia,Male,Macrocilix maia_male_FBG_3-XII-2010_TFRI146521-1_800,Macroheterocera,Drepanidae,Macrocilix maia
2016,Macroheterocera|Drepanidae|Macrocilix mysticata flavotincta,Male,Macrocilix mysticata flavotincta_female_MCE_002_1_800px,Macroheterocera,Drepanidae,Macrocilix mysticata flavotincta
2017,Macroheterocera|Sphingidae|Macroglossum corythus corythus,Female,Macroglossum corythus luteata_female_Meifeng_20-VII-2015_76_1_1_800px,Macroheterocera,Sphingidae,Macroglossum corythus corythus
2018,Macroheterocera|Sphingidae|Macroglossum divergens heliophila,Male,Macroglossum heliophila heliophila_male_LoverLake_30-X-2017_HsueLee_mana,Macroheterocera,Sphingidae,Macroglossum divergens heliophila
2019,Macroheterocera|Sphingidae|Macroglossum neotroglodytus,Male,Macroglossum neotroglodytus_male_TFRI_20170428_04_1,Macroheterocera,Sphingidae,Macroglossum neotroglodytus
2020,Macroheterocera|Sphingidae|Macroglossum passalus,Male,Macroglossum passalus_male_Meifeng_20-VII-2015_77_1_1_800px,Macroheterocera,Sphingidae,Macroglossum passalus
2021,Macroheterocera|Drepanidae|Macrothyatira arizana arizana,Female,Macrothyatira arizana arizana_female_Xiaofengkou_VI-2012_002_1_1_800px,Macroheterocera,Drepanidae,Macrothyatira arizana arizana
2022,Macroheterocera|Drepanidae|Macrothyatira arizana arizana,Female,Macrothyatira arizana_female_Xiaofengko_17-VIII-2015_SWu_03,Macroheterocera,Drepanidae,Macrothyatira arizana arizana
2023,Macroheterocera|Drepanidae|Macrothyatira conspicua,Female,Macrothyatira conspicua_female_Yoshimoto(1985)_Taiwan_NSMT_800,Macroheterocera,Drepanidae,Macrothyatira conspicua
2024,Macroheterocera|Drepanidae|Macrothyatira flavida flavida,Male,Macrothyatira flavida_male_Yoshimoto(1985)_Taiwan_NSMT_dissected_800,Macroheterocera,Drepanidae,Macrothyatira flavida flavida
2025,Macroheterocera|Noctuidae|Xyleninae|Magusa interrupta,Male,Magusa interrupta_male_800px,Macroheterocera,Noctuidae,Magusa interrupta
2026,Macroheterocera|Noctuidae|Xyleninae|Magusa tenebrosa,Female,Magusa tenebrosa_female_800px,Macroheterocera,Noctuidae,Magusa tenebrosa
2027,Microlepidoptera|Limacodidae|Mahanta zolotuhini,Male,Mahanta zolotuhini_male_41_male_800,Microlepidoptera,Limacodidae,Mahanta zolotuhini
2028,Microlepidoptera|Limacodidae|Mahanta zolotuhini,Male,Mahanta zolotuhini_male_MOH_47mm,Microlepidoptera,Limacodidae,Mahanta zolotuhini
2029,Macroheterocera|Noctuidae|Agaristinae|Maikona yazakii,Female,Maikona yazakii_female,Macroheterocera,Noctuidae,Maikona yazakii
2030,Macroheterocera|Lasiocampidae|Malacosoma neustria formosana,Male,Malacosoma neustria formosana_male_Chin-maTunnel_ESRI_006,Macroheterocera,Lasiocampidae,Malacosoma neustria formosana
2031,Macroheterocera|Noctuidae|Eustrotiinae|Maliattha volodia,Male,Maliattha volodia_male_Guanwu_17-VI-2015_SWu&MOwada_137_800px,Macroheterocera,Noctuidae,Maliattha volodia
2032,Macroheterocera|Noctuidae|Eustrotiinae|Maliattha volodia,Male,Maliattha volodia_male_Meifeng_20-VII-2015_78_1_1_800px,Macroheterocera,Noctuidae,Maliattha volodia
2033,Macroheterocera|Noctuidae|Hadeninae|Mamestra tayulingensis,Female,Mamestra tayulingensis_female_NSMT006-1,Macroheterocera,Noctuidae,Mamestra tayulingensis
2034,Macroheterocera|Noctuidae|Hadeninae|Mamestra tayulingensis,Male,Mamestra tayulingensis_male_Hohuanshan_ESRI_007,Macroheterocera,Noctuidae,Mamestra tayulingensis
2035,Macroheterocera|Noctuidae|Hadeninae|Mamestra tayulingensis,Male,Mamestra tayulingensis_male_NSMT2015_272_1,Macroheterocera,Noctuidae,Mamestra tayulingensis
2036,Macroheterocera|Notodontidae|Mangea dabanga,Male,Mangea dabanga_male_HT_NMNS_R00252931,Macroheterocera,Notodontidae,Mangea dabanga
2037,Macroheterocera|Notodontidae|Mangea dabanga,Male,Mangea dabanga_male_Zijhong_4-III-2019_CHMa_1800,Macroheterocera,Notodontidae,Mangea dabanga
2038,Macroheterocera|Nolidae|Manoba tristicta,Female,Manoba tristicta_female__2000_29-IV-2011_SWu&WCChang_TFRI140769-1,Macroheterocera,Nolidae,Manoba tristicta
2039,Macroheterocera|Nolidae|Manoba tristicta,Female,Manoba tristicta_female__2100_25-IV-2012_SWu&WCChang_TFRI146095-1,Macroheterocera,Nolidae,Manoba tristicta
2040,Macroheterocera|Geometridae|Larentiinae|Martania obscurata,Female,Martania obscurata_female_Linming_28-IV-2018_01_ed,Macroheterocera,Geometridae,Martania obscurata
2041,Macroheterocera|Geometridae|Larentiinae|Martania albofasciata,Male,Martania seriata_male_Xiaofengkou_VI-2012_004_1_1_800px,Macroheterocera,Geometridae,Martania albofasciata
2042,Macroheterocera|Geometridae|Larentiinae|Martania taiwana,Female,Martania taiwana_female_Dongpu Lodge_25-VII-2015_CCYang_002_1_800,Macroheterocera,Geometridae,Martania taiwana
2043,Microlepidoptera|Crambidae|Maruca amboinalis,Male,Maruca amboinalis 細紋豆莢野螟蛾_24mm_male_ESRI_1,Microlepidoptera,Crambidae,Maruca amboinalis
2044,Microlepidoptera|Crambidae|Maruca vitrata,Male,Maruca vitrata 豆莢野螟蛾_26mm_male_ESRI_1,Microlepidoptera,Crambidae,Maruca vitrata
2045,Macroheterocera|Sphingidae|Marumba dyras,Male,Marumba dyras_NMNS__SWU0344,Macroheterocera,Sphingidae,Marumba dyras
2046,Macroheterocera|Sphingidae|Marumba dyras,Female,Marumba dyras_NMNS__SWU0346,Macroheterocera,Sphingidae,Marumba dyras
2047,Microlepidoptera|Limacodidae|Matsumurides okinawanus,Male,"Matsumurides bicolor (Shiraki, 1913)_male_PCCU_01_1_1_800px",Microlepidoptera,Limacodidae,Matsumurides okinawanus
2048,Microlepidoptera|Limacodidae|Matsumurides bicolor,Male,Matsumurides_male_PCCU_043-1,Microlepidoptera,Limacodidae,Matsumurides bicolor
2049,Macroheterocera|Geometridae|Geometrinae|Maxates acutigoniata,Male,Maxates acutigoniata_male_1-VII-2016_Xiongkong_APCheng_dissected_1_2400,Macroheterocera,Geometridae,Maxates acutigoniata
2050,Macroheterocera|Geometridae|Geometrinae|Maxates dissimulata,Female,Maxates dessimulata_female_Guanyindong_V-2013_CGLai_08,Macroheterocera,Geometridae,Maxates dissimulata
2051,Macroheterocera|Geometridae|Geometrinae|Maxates dissimulata,Male,Maxates dessimulata_male_TFRI_033,Macroheterocera,Geometridae,Maxates dissimulata
2052,Macroheterocera|Geometridae|Geometrinae|Maxates dissimulata,Female,Maxates dissimulata_female_Xitou_19-X-2019_SWu_TFRI029051_1,Macroheterocera,Geometridae,Maxates dissimulata
2053,Macroheterocera|Geometridae|Geometrinae|Maxates dissimulata,Male,Maxates dissimulata_male_Xitou_19-X-2019_SWu_TFRI029049_1,Macroheterocera,Geometridae,Maxates dissimulata
2054,Macroheterocera|Geometridae|Geometrinae|Maxates extrambigua,Male,Maxates extrambigua_male_Cilan_420_4-V-2018_SWu_TFRI_11_ed,Macroheterocera,Geometridae,Maxates extrambigua
2055,Macroheterocera|Geometridae|Geometrinae|Maxates glaucaria,Female,Maxates glaucaria_female_Guanwu_17-VI-2015_SWu&MOwada_119,Macroheterocera,Geometridae,Maxates glaucaria
2056,Macroheterocera|Geometridae|Geometrinae|Maxates grandificaria,Male,Maxates grandificaria_male_Cien_20-VIII-2015_SWu_002_1_1_800px,Macroheterocera,Geometridae,Maxates grandificaria
2057,Macroheterocera|Geometridae|Geometrinae|Maxates grandificaria,Male,Maxates grandificaria_male_Siyuanyakou_CCYang_dissected150707,Macroheterocera,Geometridae,Maxates grandificaria
2058,Macroheterocera|Geometridae|Geometrinae|Maxates lactipuncta,Female,Maxates lactipuncta_female_FBG_15-VI-2015_SWu&WCChang_14,Macroheterocera,Geometridae,Maxates lactipuncta
2059,Macroheterocera|Geometridae|Geometrinae|Maxates lactipuncta,Male,Maxates lactipuncta_male_FBG_15-VI-2015_SWu&WCChang_13,Macroheterocera,Geometridae,Maxates lactipuncta
2060,Macroheterocera|Geometridae|Geometrinae|Maxates lactipuncta,Male,Maxates lactipuncta_male_TFRI_049_1_dissected,Macroheterocera,Geometridae,Maxates lactipuncta
2061,Macroheterocera|Geometridae|Geometrinae|Maxates microdonta,Female,Maxates microdonta_female_Fushan_26-XI-2017_SWu&MOwada_TFRI195909_dissected190320,Macroheterocera,Geometridae,Maxates microdonta
2062,Macroheterocera|Geometridae|Geometrinae|Maxates microdonta,Male,Maxates microdonta_male_TFRI_051_1_dissected,Macroheterocera,Geometridae,Maxates microdonta
2063,Macroheterocera|Geometridae|Geometrinae|Maxates protrusa,Male,Maxates protrusa_male_HenshanTunnel_9-VI-2020_CHWang,Macroheterocera,Geometridae,Maxates protrusa
2064,Macroheterocera|Geometridae|Geometrinae|Maxates quadripunctata,Female,"Maxates quadripunctata (Inoue, 1989)_female_FBG_15-VI-2015_SWu&WCChang_10",Macroheterocera,Geometridae,Maxates quadripunctata
2065,Macroheterocera|Geometridae|Geometrinae|Maxates quadripunctata,Female,"Maxates quadripunctata (Inoue, 1989)_male_FBG_10-IV-2015_SWu&WCChang_46_1",Macroheterocera,Geometridae,Maxates quadripunctata
2066,Macroheterocera|Geometridae|Geometrinae|Maxates quadripunctata,Male,"Maxates quadripunctata (Inoue, 1989)_male_Tianwan_19-III-2013_SWu_14",Macroheterocera,Geometridae,Maxates quadripunctata
2067,Macroheterocera|Geometridae|Geometrinae|Maxates quadripunctata,Male,Maxates quadripunctata_Lianhuachi_29-VI-2015_SWu_009,Macroheterocera,Geometridae,Maxates quadripunctata
2068,Macroheterocera|Geometridae|Geometrinae|Maxates rufolimbata,Female,"Maxates rufolimbata (Inoue, 1989)_female",Macroheterocera,Geometridae,Maxates rufolimbata
2069,Macroheterocera|Geometridae|Geometrinae|Maxates rufolimbata,Male,"Maxates rufolimbata (Inoue, 1989)_male_FBG_15-VI-2015_SWu&WCChang_11",Macroheterocera,Geometridae,Maxates rufolimbata
2070,Macroheterocera|Geometridae|Geometrinae|Maxates rufolimbata,Male,Maxates rufolimbata_male_Yulao_13-VII-2015_APCheng_001_1_800,Macroheterocera,Geometridae,Maxates rufolimbata
2071,Macroheterocera|Geometridae|Geometrinae|Maxates sinuolata,Male,Maxates sinuolata_male_Meifeng_20-VII-2015_19_1_1_800px,Macroheterocera,Geometridae,Maxates sinuolata
2072,Macroheterocera|Geometridae|Geometrinae|Maxates sinuolata,Female,Maxates sinuosa_female_Biluxi_1-VII-2015_SSLu_02_1,Macroheterocera,Geometridae,Maxates sinuolata
2073,Macroheterocera|Geometridae|Geometrinae|Maxates sinuolata,Male,Maxates sinuosa_male_Yulao_19-V-2015_46_01_1,Macroheterocera,Geometridae,Maxates sinuolata
2074,Macroheterocera|Geometridae|Geometrinae|Maxates sinuolata,Male,Maxates sinuosa_Takjinxi_19-VI-2015_CCYang_001_dissected150707,Macroheterocera,Geometridae,Maxates sinuolata
2075,Macroheterocera|Geometridae|Geometrinae|Maxates thetydaria,Female,"Maxates thetydaria (Guenée, 1857)_female_Siyuanyakou_15-IV-2013_SWu_03",Macroheterocera,Geometridae,Maxates thetydaria
2076,Macroheterocera|Geometridae|Geometrinae|Maxates thetydaria,Female,Maxates thetydaria_female_Henawan_10-XI-2018_SWu_08,Macroheterocera,Geometridae,Maxates thetydaria
2077,Macroheterocera|Geometridae|Geometrinae|Maxates thetydaria,Male,Maxates thetydaria_male_Meifeng_20-VII-2015_20_1_1_800px,Macroheterocera,Geometridae,Maxates thetydaria
2078,Macroheterocera|Geometridae|Geometrinae|Maxates versicauda versicauda,Male,Maxates versicauda versicauda_male_Soka_20-XII-2011_LMJuang-01,Macroheterocera,Geometridae,Maxates versicauda versicauda
2079,Macroheterocera|Erebidae|Aganainae|Mecodina albodentata,Female,Mecodina subcostalis_female__Fushan_26-V-2014_SWu_05_800,Macroheterocera,Erebidae,Mecodina albodentata
2080,Macroheterocera|Erebidae|Aganainae|Mecodina subviolacea,Male,Mecodina subviolacea_Tianwan_28-VII-2016_APCheng_16,Macroheterocera,Erebidae,Mecodina subviolacea
2081,Macroheterocera|Erebidae|Aganainae|Mecodina praecipua,Male,Mecodina_PCCU_039_800,Macroheterocera,Erebidae,Mecodina praecipua
2082,Macroheterocera|Erebidae|Lymantriinae|Medama diplaga,Female,Medama diplaga_male,Macroheterocera,Erebidae,Medama diplaga
2083,Macroheterocera|Geometridae|Ennominae|Megabiston plumosaria,Male,Megabiston plumosaria_male_FBG_TFRI_01,Macroheterocera,Geometridae,Megabiston plumosaria
2084,Macroheterocera|Erebidae|Herminiinae|Megaloctena mandarina,Female,Megaloctena mandariana_female-2_NSMT_800px,Macroheterocera,Erebidae,Megaloctena mandarina
2085,Macroheterocera|Erebidae|Herminiinae|Megaloctena mandarina,Female,Megaloctena mandariana_female_Wuling_TFRI_800px,Macroheterocera,Erebidae,Megaloctena mandarina
2086,Macroheterocera|Erebidae|Herminiinae|Megaloctena mandarina,Male,Megaloctena mandariana_male_NSMT_800px,Macroheterocera,Erebidae,Megaloctena mandarina
2087,Macroheterocera|Erebidae|Herminiinae|Megaloctena mandarina,Male,Megaloctena mandarina_male_Tianchi_6-VII-2015_MOwada&LCShih_01,Macroheterocera,Erebidae,Megaloctena mandarina
2088,Macroheterocera|Erebidae|Herminiinae|Megaloctena mandarina,Male,Megaloctena mandarina_male_Tzuen_13-VII-2015_MOwada&LCShih_01,Macroheterocera,Erebidae,Megaloctena mandarina
2089,Macroheterocera|Noctuidae|Psaphidinae|Meganephria weixleri,Female,Meganephria weixleri_female_800px,Macroheterocera,Noctuidae,Meganephria weixleri
2090,Macroheterocera|Noctuidae|Psaphidinae|Meganephria weixleri,Male,Meganephria weixleri_male_800px,Macroheterocera,Noctuidae,Meganephria weixleri
2091,Macroheterocera|Sphingidae|Notonagemia analis gressitti,Female,Meganoton analis gressitti_female_Guanwu_17-VI-2015_SWu&MOwada_008_1_800,Macroheterocera,Sphingidae,Notonagemia analis gressitti
2092,Microlepidoptera|Limacodidae|Microleon longipalpis,Male,Meifeng_29-VI-2012_011_800,Microlepidoptera,Limacodidae,Microleon longipalpis
2093,Macroheterocera|Geometridae|Larentiinae|Melanthia procellata szechuanensis,Male,Melanthia procellata szechuanensis_male_800,Macroheterocera,Geometridae,Melanthia procellata szechuanensis
2094,Microlepidoptera|Sesiidae|Melittia taiwanensis,Male,Melittia taiwanensis_male_Zhongyuanshan_17-VIII-2016_SWu_01,Microlepidoptera,Sesiidae,Melittia taiwanensis
2095,Microlepidoptera|Sesiidae|Melittia taiwanensis,Male,Melittia taiwanensis_male_Zhongyuanshan_17-VIII-2016_SWu_03,Microlepidoptera,Sesiidae,Melittia taiwanensis
2096,Microlepidoptera|Sesiidae|Melittia tao,Female,"Melittia tao Liang & Hsu, 2017_female_PT_NTNU_1",Microlepidoptera,Sesiidae,Melittia tao
2097,Microlepidoptera|Sesiidae|Melittia tao,Male,"Melittia tao Liang & Hsu, 2017_male_HT_NHMUK_1_dissected",Microlepidoptera,Sesiidae,Melittia tao
2098,Macroheterocera|Geometridae|Ennominae|Menophra anaplagiata,Female,Menophra anaplagiata_female_Tianwan_29-VII-2014_05_1_800,Macroheterocera,Geometridae,Menophra anaplagiata
2099,Macroheterocera|Geometridae|Ennominae|Menophra parahumeraria,Male,Menophra humeraria_male_Meifeng-14-II-2012)SWu&WCChang-11,Macroheterocera,Geometridae,Menophra parahumeraria
2100,Macroheterocera|Geometridae|Ennominae|Menophra nakajimai,Male,Menophra nakajimai_male_800,Macroheterocera,Geometridae,Menophra nakajimai
2101,Macroheterocera|Geometridae|Ennominae|Menophra nakajimai,Male,Menophra nakajimai_male_ShueishanTrailOpening_23-I-2019_YSJang,Macroheterocera,Geometridae,Menophra nakajimai
2102,Macroheterocera|Geometridae|Ennominae|Menophra taiwana,Female,Menophra taiwana_female_Aowanda_8-XI-2012_SWu&WCCHang_08,Macroheterocera,Geometridae,Menophra taiwana
2103,Macroheterocera|Geometridae|Ennominae|Menophra taiwana,Male,Menophra taiwana_male_Jianshi_11-I-2020_TFRI209469_dissected,Macroheterocera,Geometridae,Menophra taiwana
2104,Macroheterocera|Geometridae|Ennominae|Menophra taiwana,Male,Menophra taiwana_male_MCE2000_(21-VII-2015)_01_1_1_800px,Macroheterocera,Geometridae,Menophra taiwana
2105,Macroheterocera|Geometridae|Ennominae|Mesastrape fulguraria fulguraria,Male,Mesastrape fulguraria_male_800,Macroheterocera,Geometridae,Mesastrape fulguraria fulguraria
2106,Macroheterocera|Geometridae|Larentiinae|Mesoleuca costipannaria,Male,Mesoleuca costipannaria_male_Cien_16-IV-2013_SWu_02.jpeg_800px,Macroheterocera,Geometridae,Mesoleuca costipannaria
2107,Macroheterocera|Notodontidae|Mesophalera sigmata,Female,Mesophalera sigmata_female_Shikanshuei_8-VI-2016_SWu&WCChang_02_800px,Macroheterocera,Notodontidae,Mesophalera sigmata
2108,Macroheterocera|Notodontidae|Mesophalera sigmata,Male,Mesophalera sigmata_male_Qeidongjiaoshan_25-V-2015_613m_01_1_800,Macroheterocera,Notodontidae,Mesophalera sigmata
2109,Macroheterocera|Erebidae|Herminiinae|Mesoplectra rivulosa,Male,Mesoplectra  rivulosa_male_01_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra rivulosa
2110,Macroheterocera|Erebidae|Herminiinae|Mesoplectra rivulosa,Male,Mesoplectra  rivulosa_male_FBG_10-IV-2015_SWu&WCChang_18_1_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra rivulosa
2111,Macroheterocera|Erebidae|Herminiinae|Mesoplectra angulina,Female,Mesoplectra angulina_femlae_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra angulina
2112,Macroheterocera|Erebidae|Herminiinae|Mesoplectra angulina,Male,Mesoplectra angulina_male_Guanwu_17-VI-2015_SWu&WCChang_TFRI145877_1,Macroheterocera,Erebidae,Mesoplectra angulina
2113,Macroheterocera|Erebidae|Herminiinae|Mesoplectra angulina,Male,Mesoplectra angulina_male_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra angulina
2114,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hampsoni,Female,Mesoplectra hampsoni_female_Donghe_16-VI-2013_SWu&WCChang_1,Macroheterocera,Erebidae,Mesoplectra hampsoni
2115,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hampsoni,Male,Mesoplectra hampsoni_male_Donghe_01_2400px,Macroheterocera,Erebidae,Mesoplectra hampsoni
2116,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hanyauhuangi,Female,Mesoplectra hangyauhuangi_female_Tianchi_5-7-IX-2016_MOwada&CMFu,Macroheterocera,Erebidae,Mesoplectra hanyauhuangi
2117,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hangrongtzuooi,Female,Mesoplectra hanrongtzuooi_female_800px,Macroheterocera,Erebidae,Mesoplectra hangrongtzuooi
2118,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hangrongtzuooi,Male,Mesoplectra hanrongtzuooi_male_HT_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra hangrongtzuooi
2119,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hanyauhuangi,Female,Mesoplectra hanyauhuangi_female_PT_Guanwu_21-VIII-2015_40_01_1,Macroheterocera,Erebidae,Mesoplectra hanyauhuangi
2120,Macroheterocera|Erebidae|Herminiinae|Mesoplectra hanyauhuangi,Male,Mesoplectra hanyauhuangi_male_HT_Guanwu_5-VIII-2015_113_01,Macroheterocera,Erebidae,Mesoplectra hanyauhuangi
2121,Macroheterocera|Erebidae|Herminiinae|Mesoplectra interrupta,Female,Mesoplectra interrupta_female_01_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra interrupta
2122,Macroheterocera|Erebidae|Herminiinae|Mesoplectra interrupta,Female,Mesoplectra interrupta_female_Guanwu_17-VII-2015_SWu_05_1,Macroheterocera,Erebidae,Mesoplectra interrupta
2123,Macroheterocera|Erebidae|Herminiinae|Mesoplectra interrupta,Male,Mesoplectra interrupta_male_01_TFRI_800px,Macroheterocera,Erebidae,Mesoplectra interrupta
