No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CATT0396,396,,Geometridae,CA_GEO19,CA_GEO19,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01260,,17.45,11.43,,,,,,,0,1,1435_IR.jpg,16.5,16.9,16.7,1451_IR.jpg,0,3,2,,,,,
CATT0395,395,,Geometridae,CA_GEO04,CA_GEO04,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01230,,15.71,10.39,,,,,,,1,0,1433_IR.jpg,16.6,17.1,16.7,1453_IR.jpg,38.1,44.5,40.9,,,,,
CATT0394,394,,Crambidae,CA_CRA27,CA_CRA27,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00510,,10.96,8.45,,,,,,,0,1,1431_IR.jpg,16,16.3,16.2,1465_IR.jpg,-2.7,-0.4,-1.2,,,,,
CATT0393,393,,Erebidae,CA_LIT65,CA_LIT65,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00390,不含針直接秤蛾,10.26,7.3,,,,,,,1,0,1425_IR.jpg,16.1,16.4,16.2,1439_IR.jpg,41.4,43,42.3,,,,,
CATT0392,392,,Noctuidae,CA_NOC11,CA_NOC11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.05430,,18.13,17.23,,,,,,,0,1,1423_IR.jpg,16.2,16.5,16.3,1463_IR.jpg,-1.5,4.6,2.9,,,,,
CATT0391,391,,Geometridae,CA_GEO87,CA_GEO87,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02460,,19.15,14.28,,,,,,,1,0,1417_IR.jpg,17.4,19.1,18.5,1461_IR.jpg,40.5,42.3,41.7,,,,,
CATT0390,390,,Erebidae,CA_ERE68,CA_ERE68,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.06850,,19.67,18.21,,,,,,,1,0,1415_IR.jpg,16.9,17.2,17,1467_IR.jpg,39.1,41.8,40.3,,,,,
CATT0389,389,,Nolidae,CA_NOL09,CA_NOL09,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00510,0號針,8.79,7.56,,,,,,,0,1,1411_IR.jpg,17.2,17.5,17.3,1443_IR.jpg,-2.4,-0.6,-1.4,,,,,
CATT0388,388,,Geometridae,CA_GEO41,CA_GEO41,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00670,,14.25,9.66,,,,,,,1,0,1405_IR.jpg,16.8,17.1,16.9,1421_IR.jpg,39.9,40.9,40.6,,,,,
CATT0387,387,,Geometridae,CA_GEO97,CA_GEO97,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01160,,17.09,12.27,,,,,,,0,1,1401_IR.jpg,16.4,16.8,16.6,1437_IR.jpg,-2.3,0.1,-0.9,,,,,
CATT0386,386,,Erebidae,CA_LIT03,CA_LIT03,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01480,,16.16,12,,,,,,,0,1,1397_IR.jpg,16.4,16.6,16.4,1409_IR.jpg,0.1,3,2.1,,,,,
CATT0385,385,,Erebidae,CA_LIT09,CA_LIT09,,RSimage,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01110,,15.14,9.89,,,,,,,0,1,1395_IR.jpg,15.9,16.1,16,1419_IR.jpg,-1.2,1.2,0.4,,,,,
CATT0384,384,,Geometridae,CA_GEO04,CA_GEO04,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01120,,14.8,10.19,,,,,,,1,0,1393_IR.jpg,16.8,17,16.9,1403_IR.jpg,35.3,37.6,36.8,,,,,
CATT0383,383,,Erebidae,CA_LIT65,CA_LIT65,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00360,不含針直接秤蛾，秤重後黏合，上籤時身體掉，已黏合,9.48,7.31,,,,,,,,,1427_IR.jpg,-1.9,0,-0.7,,,,,,,,,
CATT0382,382,,Nolidae,CA_NOL01,CA_NOL01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.02210,,17.08,13.03,,,,,,,0,1,1391_IR.jpg,17.5,17.7,17.6,1429_IR.jpg,-0.9,2.2,1.3,,,,,
CATT0381,381,,Erebidae,CA_LYM01,CA_LYM01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.19990,,34.58,22.08,,,,,,,1,0,1385_IR.jpg,15.8,16.2,16,1413_IR.jpg,33,40.8,38.1,,,,,
CATT0380,380,,Pyralidae,CA_PYR05,CA_PYR05,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00990,,11.9,9.35,,,,,,,0,1,1379_IR.jpg,16.5,17.1,16.7,1399_IR.jpg,-0.2,1.2,0.7,,,,,
CATT0379,379,,Crambidae,CA_CRA27,CA_CRA27,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00220,0號針，腹部末端翹起，分兩段測量,9.25,8.38,,,,,,,1,0,1371_IR.jpg,17,17.3,17.2,1383_IR.jpg,37.7,42.7,39.7,,,,,
CATT0378,378,,Erebidae,CA_LIT65,CA_LIT65,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00280,0號針,9.23,6.65,,,,,,,0,1,1369_IR.jpg,16.3,16.8,16.7,1407_IR.jpg,-1.8,0,-0.9,,,,,
CATT0377,377,,Erebidae,CA_LIT11,CA_LIT11,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00390,,11.02,10.46,,,,,,,1,0,1367_IR.jpg,16.1,16.4,16.3,1377_IR.jpg,37.4,40.2,38.7,,,,,
CATT0376,376,,Geometridae,CA_GEO132,CA_GEO132,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00330,,9.81,7.52,,,,,,,1,0,1363_IR.jpg,17.2,17.4,17.3,1381_IR.jpg,41.5,43.9,42.2,,,,,
CATT0375,375,,Geometridae,CA_GEO-Larentiinae-2021,CA_PYR09,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00350,0號針,7.38,7.55,,,,,,,1,0,1361_IR.jpg,16.3,16.4,16.4,1375_IR.jpg,39.2,42.1,40.5,,,,,
CATT0374,374,,Crambidae,CA_CRA01,CA_CRA01,,RSimage,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00290,0號針,7.84,7.82,,,,,,,0,1,1357_IR.jpg,16.4,16.6,16.5,1387_IR.jpg,-2.5,1.8,0.1,,,,,
CATT0373,373,,Geometridae,CA_GEO80,,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01890,,17.26,12.75,,,,,,,0,1,1355_IR.jpg,17.4,17.6,17.5,1389_IR.jpg,-0.9,2.8,1.5,,,,,
CATT0372,372,,Erebidae,CA_HER21,CA_HER21,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01330,,14.5,12.12,,,,,,,1,0,1353_IR.jpg,17.5,17.7,17.6,1373_IR.jpg,39.2,40.3,39.5,,,,,
CATT0371,371,,Nolidae,CA_NOL11,CA_NOL11,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00340,0號針,9.13,6.26,,,,,,,0,1,1341_IR.jpg,16.3,16.8,16.5,1365_IR.jpg,-2.9,-1.6,-2.2,,,,,
CATT0370,370,,Geometridae,CA_GEO04,CA_GEO04,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01100,,14.27,9.93,,,,,,,0,1,1337_IR.jpg,16.4,16.6,16.5,1359_IR.jpg,-2.1,1,-0.1,,,,,
CATT0369,369,,Geometridae,CA_GEO111,CA_GEO111,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00450,,12.55,9.64,,,,,,,1,0,1335_IR.jpg,15.3,16,15.6,1349_IR.jpg,41.5,44.1,42.9,,,,,
CATT0368,368,,Erebidae,CA_LIT03,CA_LIT03,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01800,,16.59,12.9,,,,,,,1,0,1323_IR.jpg,16.6,17,16.8,1345_IR.jpg,36.7,38.8,37.6,,,,,
CATT0367,367,,Erebidae,CA_LIT65,CA_LIT65,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00360,,10.05,7.39,,,,,,,1,0,1317_IR.jpg,16.8,17.1,16.9,1351_IR.jpg,38.4,44,41.3,,,,,
CATT0366,366,,Drepanidae,CA_DRE07,CA_DRE07,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00680,,13.84,9.19,,,,,,,1,0,1315_IR.jpg,15.1,15.3,15.2,1339_IR.jpg,38.2,40.7,39.6,,,,,
CATT0365,365,,Erebidae,CA_ERE40,CA_ERE40,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00220,微針不展翅,9.55,6.29,,,,,,,1,0,1313_IR.jpg,15.3,15.4,15.3,1333_IR.jpg,38,44.3,41,,,,,
CATT0364,364,,Crambidae,CA_CRA01,CA_CRA87,modify,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00330,0號針,7.64,7.04,,,,,,,1,0,1311_IR.jpg,16.2,16.3,16.2,1329_IR.jpg,43.1,47.5,45.5,,,,,
CATT0363,363,,Geometridae,CA_GEO105,CA_GEO105,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00690,測量後上籤前頭掉，已黏合,14.19,11.13,,,,,,,1,0,1307_IR.jpg,16,16.1,16.1,1327_IR.jpg,40.4,43.6,41.3,,,,,
CATT0362,362,,Nolidae,CA_NOL20,CA_NOL20,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00240,0號針,7.99,6.85,,,,,,,0,1,1305_IR.jpg,16.7,17.3,16.9,1343_IR.jpg,-4,-2.8,-3.3,,,,,
CATT0361,361,,Geometridae,CA_GEO80,CA_GEO80,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01850,,19.38,14.88,,,,,,,1,0,1301_IR.jpg,15.8,16,15.9,1325_IR.jpg,36.3,38.3,37.6,,,,,
CATT0360,360,,Geometridae,CA_GEO103,CA_GEO103,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00670,,13.15,9.72,,,,,,,0,1,1299_IR.jpg,16,16.4,16.2,1347_IR.jpg,-0.4,3.8,2,,,,,
CATT0359,359,,Drepanidae,CA_DRE07,CA_DRE07,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.00910,,14.61,8.53,,,,,,,0,1,1297_IR.jpg,16.1,16.4,16.3,1321_IR.jpg,-2.5,-0.8,-1.5,,,,,
CATT0358,358,,Geometridae,CA_GEO80,CA_GEO80,,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01830,,17.35,13.41,,,,,,,0,1,1295_IR.jpg,16.3,16.5,16.4,1319_IR.jpg,-2.2,-1.4,-1.8,,,,,
CATT0357,357,,Crambidae,CA_CRA100,modify,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.01510,,17.41,15.9,,,,,,,1,0,1293_IR.jpg,14.6,15,14.8,1303_IR.jpg,33.2,41.1,38,,,,,
CATT0356,356,,Erebidae,CA_LYM-Arctonis-2021,modify,modify,,m,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.03360,,21.25,13.75,,,,,,,1,0,1291_IR.jpg,15,15.2,15.1,1309_IR.jpg,33,36.3,34.9,,,,,
CATT0355,355,,Erebidae,CA_LIT01,CA_LIT01,,,f,,1959,27-VII-2019,"4.524189, 101.381956","N4°31'27.08"" E101°22'55.04""",,,0.09150,,25.79,15.55,,,,,,,1,0,1289_IR.jpg,14.8,15.3,15.1,1331_IR.jpg,0,2.2,1.3,,,,,
CATT0354,354,,Erebidae,CA_LIT60,CA_LIT60,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00810,,10.49,10.45,,,,,,,1,0,1273_IR.jpg,25.3,25.8,25.6,1285_IR.jpg,45.1,46.9,45.7,,,,,
CATT0353,353,,Crambidae,CA_CRA46,CA_CRA46,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00590,,10.7,9.97,,,,,,,1,0,1271_IR.jpg,25.8,26.8,26.1,1279_IR.jpg,40.2,45.7,42.1,,,,,
CATT0352,352,,Geometridae,CA_GEO136-2,CA_GEO136,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01200,右翅破損量左翅:19.29,,14.92,,,,,,,1,0,1269_IR.jpg,25.2,25.8,25.5,1283_IR.jpg,44.1,46.7,45.4,,,,,
CATT0351,351,,Crambidae,CA_CRA134,,,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00980,上標時頭已掉，已黏合,12.13,11.36,,,,,,,1,0,1267_IR.jpg,26,26.5,26.3,1277_IR.jpg,42.4,44.8,43.2,,,,,
CATT0350,350,,Erebidae,CA_LIT60,CA_LIT60,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00960,,10.89,9.71,,,,,,,1,0,1265_IR.jpg,25,25.3,25.2,1275_IR.jpg,42.4,47.9,44.3,,,,,
CATT0349,349,,Crambidae,CA_CRA65,,,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00720,,11.94,11.09,,,,,,,1,0,1259_IR.jpg,24.7,25.3,24.9,1263_IR.jpg,46.7,48.3,47.5,,,,,
CATT0348,348,,Crambidae,CA_CRA137,,,,,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.02230,,15.95,15.07,,,,,,,1,0,1253_IR.jpg,25.4,25.9,25.7,1261_IR.jpg,40.5,46.5,42,,,,,
CATT0347,347,,Noctuidae,CA_NOC24,CA_NOC24,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01480,,13.77,13.62,,,,,,,1,0,1251_IR.jpg,25.8,26,25.9,1255_IR.jpg,38.3,45.3,40.4,,,,,
CATT0346,346,,Uraniidae,CA_URA11,CA_URA11,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00410,,14.03,9.76,,,,,,,1,0,1245_IR.jpg,24.8,25,24.9,1257_IR.jpg,44.8,46.8,45.9,,,,,
CATT0345,345,,Geometridae,CA_GEO20,CA_GEO20,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01040,,17.11,13.33,,,,,,,1,0,1241_IR.jpg,25.5,25.8,25.6,1249_IR.jpg,43.6,48.6,44.7,,,,,
CATT0344,344,,Crambidae,CA_CRA88,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00650,,12.81,11.86,,,,,,,1,0,1239_IR.jpg,25.5,25.8,25.7,1247_IR.jpg,44.2,46.9,45.4,,,,,
CATT0343,343,,Erebidae,CA_LIT31,CA_LIT26,modify,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00220,展翅時斷頭，秤重後黏合頭,9.36,8.17,,,,,,,1,0,1237_IR.jpg,24.5,25,24.6,1243_IR.jpg,42.9,43.6,43.2,,,,,
CATT0342,342,,Crambidae,CA_CRA24,CA_CRA24,,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01130,,11.92,10.53,,,,,,,1,0,1227_IR.jpg,25.1,25.5,25.3,1235_IR.jpg,37.9,43.8,40.1,,,,,
CATT0341,341,,Crambidae,CA_CRA24,CA_CRA24,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00170,0號針,8.66,7.58,,,,,,,1,0,1225_IR.jpg,24.6,24.8,24.7,1233_IR.jpg,44.3,46.3,45,,,,,
CATT0340,340,,Crambidae,CA_CRA106,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01600,,14.82,14.97,,,,,,,1,0,1223_IR.jpg,24.6,24.9,24.8,1229_IR.jpg,38,40.1,38.9,,,,,
CATT0339,339,,Pyralidae,CA_PYR11,CA_PYR11,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01680,,11.29,11.59,,,,,,,1,0,1213_IR.jpg,24.4,24.6,24.5,1231_IR.jpg,44.3,46.9,45,,,,,
CATT0338,338,,Crambidae,CA_CRA39,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00610,,11.4,11.54,,,,,,,1,0,1211_IR.jpg,24.5,24.8,24.7,1221_IR.jpg,42.5,46,43.9,,,,,
CATT0337,337,,Crambidae,CA_CRA90,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01500,不含針直接秤蛾,13.95,13.02,,,,,,,1,0,1209_IR.jpg,25,25.3,25.2,1219_IR.jpg,39.5,45.1,41.4,,,,,
CATT0336,336,,Crambidae,CA_CRA202102-2,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01150,,12.7,11.91,,,,,,,1,0,1207_IR.jpg,25.3,25.6,25.4,1217_IR.jpg,40.2,44.4,41.6,,,,,
CATT0335,335,,Geometridae,CA_GEO01,CA_GEO01,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.03360,,19.46,16.99,,,,,,,1,0,1197_IR.jpg,25.1,25.3,25.2,1215_IR.jpg,42.7,46.1,44.3,,,,,
CATT0334,334,,Nolidae,CA_NOL-trilineata,CA_HER03,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00440,右翅破損量左翅:10.56,,9.85,,,,,,,1,0,1195_IR.jpg,24.7,24.8,24.7,1205_IR.jpg,44.8,46.8,45.9,,,,,
CATT0333,333,,Crambidae,CA_CRA24,CA_CRA24,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00370,0號針,8.79,6.61,,,,,,,1,0,1189_IR.jpg,24.3,24.8,24.5,1199_IR.jpg,45.2,47.3,45.8,,,,,
CATT0332,332,,Crambidae,CA_CRA17,CA_CRA17,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.02130,,14.25,13.63,,,,,,,1,0,1187_IR.jpg,25.1,25.4,25.3,1193_IR.jpg,35.2,39.4,36.8,,,,,
CATT0331,331,,Crambidae,CA_CRA22,CA_CRA22,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00500,0號針,9.05,9.13,,,,,,,1,0,1185_IR.jpg,26.2,26.7,26.3,1203_IR.jpg,45,48.4,46.2,,,,,
CATT0330,330,,Pyralidae,CA_PYR11,CA_PYR11,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01230,,11.59,10.64,,,,,,,1,0,1183_IR.jpg,24.3,24.8,24.6,1201_IR.jpg,42.5,47.7,44.8,,,,,
CATT0329,329,,Geometridae,CA_GEO138-2,CA_GEO138,modify,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00400,0號針,9.12,6.55,,,,,,,1,0,1181_IR.jpg,25.7,25.9,25.9,1191_IR.jpg,43.7,45.4,44.6,,,,,
CATT0328,328,,Geometridae,CA_GEO01,CA_CRA39,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.03020,,19.49,16.97,,,,,,,1,0,1171_IR.jpg,25.1,25.6,25.4,1179_IR.jpg,39.8,45.4,41.8,,,,,
CATT0327,327,,Crambidae,CA_CRA40,CA_CRA40,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00440,,12.73,13.76,,,,,,,1,0,1169_IR.jpg,24.3,24.7,24.5,1175_IR.jpg,40.9,45.6,41.8,,,,,
CATT0326,326,,Erebidae,CA_LYM16-2,CA_LYM15,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.02970,,16.59,13.83,,,,,,,1,0,1167_IR.jpg,23.9,24.1,24,1173_IR.jpg,40.6,44.1,42.3,,,,,
CATT0325,325,,Notodontidae,CA_NOT14,CA_NOT14,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.04040,右翅微破損,18.09,17.29,,,,,,,1,0,1165_IR.jpg,24.5,24.6,24.5,1177_IR.jpg,38.6,44.3,41.8,,,,,
CATT0324,324,,Crambidae,CA_CRA46-1,CA_CRA46,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00900,,11.87,11.69,,,,,,,1,0,1149_IR.jpg,25.8,26.1,26,1161_IR.jpg,43.6,45.4,44.2,,,,,
CATT0323,323,,Geometridae,CA_GEO147,CA_GEO147,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00700,,13.65,10.8,,,,,,,1,0,1147_IR.jpg,24.1,24.6,24.4,1157_IR.jpg,40,45.4,41.4,,,,,
CATT0322,322,,Nolidae,CA_NOL-trilineata,CA_HER03,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00800,,9.97,10.16,,,,,,,1,0,1145_IR.jpg,26,26.3,26.1,1163_IR.jpg,45.5,48.1,46.3,,,,,
CATT0321,321,,Geometridae,CA_GEO51,CA_GEO51,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01830,,19,13.63,,,,,,,1,0,1143_IR.jpg,25.8,26.2,26.1,1153_IR.jpg,38.7,43,40,,,,,
CATT0320,320,,Crambidae,CA_CRA202102-3,,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01500,,13.51,14.38,,,,,,,1,0,1141_IR.jpg,24.8,25.1,25,1155_IR.jpg,42.5,45.2,43.6,,,,,
CATT0319,319,,Drepanidae,CA_DRE10,CA_DRE10,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01890,,14.84,10.58,,,,,,,1,0,1137_IR.jpg,24.8,25.1,24.9,1151_IR.jpg,43.5,45.8,44.9,,,,,
CATT0318,318,,Crambidae,CA_CRA46,CA_CRA46,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00770,,12.04,9.95,,,,,,,1,0,1135_IR.jpg,23.9,24.1,24,1139_IR.jpg,40.1,44.4,41.7,,,,,
CATT0317,317,,Erebidae,CA_ARC02,CA_ARC02,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.03990,,16.96,13.48,,,,,,,1,0,1133_IR.jpg,24.3,24.5,24.4,1159_IR.jpg,44.7,46,45.3,,,,,
CATT0316,316,,Drepanidae,CA_GEO-DRE01,CA_DRE01,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.05960,,32.28,25.26,,,,,,,1,0,1121_IR.jpg,24.3,24.6,24.4,1131_IR.jpg,39.1,42.1,41,,,,,
CATT0315,315,,Crambidae,CA_CRA30,CA_CRA30,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00730,,10.24,10.14,,,,,,,1,0,1115_IR.jpg,24.1,24.4,24.2,1125_IR.jpg,41.1,43.3,42.4,,,,,
CATT0314,314,,Erebidae,CA_HER34,CA_HER34,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01770,,15.78,13.13,,,,,,,1,0,1113_IR.jpg,24,24.2,24.1,1129_IR.jpg,41.2,17,43.4,,,,,
CATT0313,313,,Nolidae,CA_NOL-trilineata,CA_HER03,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00410,,8.64,8.35,,,,,,,1,0,1111_IR.jpg,23.2,23.6,23.4,1123_IR.jpg,45.4,47.8,46.2,,,,,
CATT0312,312,,Crambidae,CA_CRA93,CA_CRA93,,,f,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01030,,11.87,10.66,,,,,,,1,0,1109_IR.jpg,23.9,24.2,24.1,1127_IR.jpg,44,45.8,45.2,,,,,
CATT0311,311,,Geometridae,CA_GEO02,CA_GEO02,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01150,,13.52,10.64,,,,,,,1,0,1107_IR.jpg,23.8,24.1,23.9,1119_IR.jpg,42.5,45.1,44.1,,,,,
CATT0310,310,,Nolidae,CA_NOL-trilineata,CA_HER03,modify,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00790,,10.43,10.31,,,,,,,1,0,1105_IR.jpg,23.1,23.4,23.3,1117_IR.jpg,43.9,46.2,44.7,,,,,
CATT0309,309,,Pyralidae,CA_PYR06,CA_PYR06,,,m,,509,26-VII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.02410,,13.4,12.46,,,,,,,1,0,1093_IR.jpg,24.2,24.5,24.3,1103_IR.jpg,43.9,46.8,45.5,,,,,
